"Data Source","World Development Indicators",

"Last Updated Date","2021-03-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Antigua and Barbuda","ATG","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.292099088759888","0.271026015854287","0.264252036420839","0.257971773996385","0.238557859398572","0.256265823677338","0.256415362582717","0.255268820288824","0.252442207260961","0.251810924039597","0.247640323442595","0.262199643877216","0.27592465566799","0.283297316044799","0.280025326097754","0.267573100588786","0.245519869239133","0.237590987217118","0.243194401642705","0.29310980696966","0.327198966531396","0.326734108049584","0.322846376896771","0.324798011484848","0.315108659838224","0.314037093484512","0.303665121963661","","","","",
"Australia","AUS","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.496005439492048","0.493769286215845","0.503990442883338","0.501484210845702","0.483526992340542","0.47191869662545","0.487024330644926","0.474071422665307","0.469763037981302","0.459015576143756","0.447210310317611","0.432614904962616","0.437110141933646","0.41811724281806","0.409502891000026","0.405441595471093","0.411510782718914","0.403591507120648","0.403803600446909","0.405254937578888","0.393092871696666","0.384584053619768","0.366595750777457","0.342803144638775","0.324455398072013","0.32102223094416","0.321410020957045","","","","",
"Austria","AUT","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.20039980899426","0.206897700581064","0.186412319247603","0.186896681558079","0.182360458882514","0.186154579584815","0.192244218454364","0.186710124365485","0.183149042064615","0.171899145226783","0.166954402897625","0.174429022367821","0.174546491544721","0.18541853355566","0.181200558796706","0.181340415485825","0.170540269401161","0.158921760746627","0.155260760773822","0.147225624781512","0.155553464022915","0.145541773167798","0.138472075807876","0.138892902234539","0.129977736746372","0.133831103336436","0.131613264189947","","","","",
"Azerbaijan","AZE","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.31749919595922","1.47599549708304","1.59242775706212","1.43371672975953","1.32719112147274","1.1963038006326","1.15564612894201","0.970760430772924","0.902250920486134","0.800467941669142","0.752870301363674","0.706226505657372","0.677533353494639","0.566571792823411","0.480609440091968","0.298392080729919","0.313984017815035","0.257968797148255","0.23672770301045","0.260663715176181","0.271528791348388","0.25725575005363","0.263568830568027","0.262315170970406","0.270763791721837","","","","",
"Burundi","BDI","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0324346740814782","0.0352266890046652","0.0316552768544396","0.0354787406180287","0.0380817470317025","0.0420034473616932","0.0463583198295937","0.0485348210534119","0.0463339580483857","0.0474950396835318","0.051376939756912","0.0380966526101247","0.0377774650301785","0.0290138167626742","0.0339660627941529","0.0261824071750848","0.0301601126639994","0.029153739429957","0.0283472208593039","0.027306108060735","0.0419597792565002","0.055698363472727","0.0487299037768448","0.0490718085459933","0.0441332817729536","0.0481112051029828","0.0594019937422924","","","","",
"Belgium","BEL","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.298702562375455","0.306906704472802","0.305027024340501","0.296117362549724","0.299338598911005","0.292347282900316","0.303256932451359","0.285448242976429","0.287316748194451","0.267841461484562","0.260182756818888","0.256033013887113","0.235873694337712","0.245639979893272","0.233365198141093","0.222815775296706","0.214591100083296","0.200134410614022","0.200759336410033","0.194814185601008","0.210278939205499","0.187478480367584","0.177098684256846","0.180678819870899","0.170686383562895","0.17761012154868","0.171051045607301","","","","",
"Benin","BEN","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0653536367959665","0.0727755061529256","0.0773115575471261","0.0921303442851386","0.100826870094285","0.0997642062052045","0.0911380774673056","0.0829471296387777","0.079546444562378","0.0971858615263379","0.0939631282658332","0.101277078208444","0.11086098005658","0.121346471931875","0.123801031021731","0.116199477312272","0.180782578824386","0.198031007038382","0.185245231046882","0.191279942505621","0.204563329721835","0.197529989526859","0.178902932763384","0.175181718650577","0.175610792645382","0.194669619949264","0.201134370351625","","","","",
"Burkina Faso","BFA","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0650323868841953","0.0641244169064851","0.0643496649011448","0.0618351851561366","0.0628171810073547","0.0577324020598102","0.0586948726696122","0.0629308355915617","0.062643745119703","0.0630461461245606","0.0691859821287285","0.0621522502802492","0.0599975791991997","0.0597175095120438","0.0585186263064264","0.0549273712834642","0.062471577843295","0.0703557542700263","0.0746009837775","0.0767606269130303","0.0785860023466968","0.0770433996699204","0.0887780157597439","0.0911001664759463","0.0881961951173894","0.0954899992807541","0.0925026761222381","","","","",
"Bangladesh","BGD","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0904413842654784","0.0914008899841319","0.0904387693608942","0.0902021406961995","0.0947948171163218","0.108136877075832","0.106150847060849","0.109751801060219","0.105003106922869","0.109418056027474","0.111685264529044","0.12550359933144","0.124552577080123","0.124325872490589","0.126665952822506","0.124633841516251","0.128867256106463","0.123055578128627","0.129330140773449","0.135145759493796","0.141525397143914","0.13957755222734","0.140226784212801","0.135763103330476","0.135931884498064","0.140225752001287","0.136035160299372","","","","",
"Bulgaria","BGR","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.705490843794568","0.59540618480007","0.604788905429279","0.76852804274644","0.602425083865197","0.627261306921486","0.581742041843549","0.618712708834546","0.563194269209431","0.551177620407102","0.520628540211101","0.535154576515969","0.485310551439812","0.489175034674772","0.454654219208297","0.434408004142381","0.415861119961445","0.416269325974378","0.381017511617605","0.331572992952116","0.340922382652759","0.372645171378558","0.337524496567259","0.296966775920882","0.311552175460354","0.316651073158756","0.284348875576745","","","","",
"Bahrain","BHR","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.649181001274383","0.55780608569173","0.4798919897483","0.571043708617302","0.578209689294254","0.557448949685608","0.56446026874421","0.607033344748782","0.615590552412152","0.57786394533094","0.573123786957084","0.418960056621481","0.456836266822744","0.454473162010389","0.453929150320651","0.470739785089927","0.433582207757438","0.551382083732097","0.575470075943662","0.531972880256905","0.528823901802266","0.511131844348458","0.470650496715203","0.508914359605774","0.487071259143482","0.498372179914666","0.463704883261329","","","","",
"Bahamas, The","BHS","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.18857028836113","0.197192074549388","0.205851142661951","0.195060084821946","0.18792340969047","0.179285024124033","0.170933278626136","0.147963478065447","0.176540037721082","0.168563070882269","0.161543979662909","0.150902166813786","0.151537754779058","0.156396373960651","0.15560634280169","0.1395869878262","0.132339917219751","0.131797487349387","0.177340064022381","0.125869331911883","0.184245355737996","0.138115142592413","0.141892867606412","0.219539327747483","0.177849942303657","0.152250450569155","0.132891846746186","","","","",
"Bosnia and Herzegovina","BIH","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.494771548850412","0.434683837137176","0.285646944708328","0.419061322705321","0.45753203397765","0.408930823610299","0.514989998627425","0.478067062019107","0.485899763329083","0.473320998582147","0.480659073054035","0.458766042821154","0.471741918054508","0.447864632765951","0.484924807882932","0.513590247919865","0.523251214338184","0.581879470835279","0.546711122993992","0.526063161550705","0.4608181023587","0.427346584106509","0.487437142753323","","","","",
"Belarus","BLR","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.07987323260002","1.02632697880061","0.984986303375194","1.02694035100438","0.988963201404032","0.878776649425375","0.79086312779901","0.738693294407395","0.669269723076586","0.626872283487372","0.592740725245668","0.565635233443511","0.551400563715203","0.512761801252354","0.489028335866069","0.43907600831258","0.415430349461274","0.40221782067139","0.384228441575115","0.370512738973731","0.358150123799686","0.355066834240891","0.347640412600681","0.335458379767193","0.344153226695789","","","","",
"Belize","BLZ","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.346382245513168","0.405812023603124","0.316464644279431","0.316196272966391","0.312716025678275","0.313722753675678","0.252277199091071","0.307346981833881","0.282334163253189","0.244117051076461","0.245552665854076","0.264964120209473","0.244702529192354","0.22381179291731","0.193675852232407","0.204171128774973","0.204946922952169","0.219072889910863","0.193778059753742","0.25997130130504","0.231887816125132","0.253826148050556","0.196462075582309","0.208854990021115","0.194331242984215","0.221137889825835","0.216754651680616","","","","",
"Bermuda","BMU","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.128379743485576","0.14279753827506","0.122471053311635","0.138709720367537","0.136006995954816","0.130275963951037","0.126098351727744","0.119715744309","0.114416332832949","0.109113897541548","0.100527022563833","0.0957503850929803","0.102585854819663","0.0998550010435373","0.101416730862364","0.0997467634180075","0.105800736968899","0.114454193704606","0.103736646254728","0.0807333804029988","0.105736779410451","0.080070010394497","0.0698809560464229","0.0974069845641928","0.128803330466314","0.109759551744098","0.121388861707497","","","","",
"Bolivia","BOL","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.182814573958779","0.181190224468405","0.197517272091873","0.222828069235693","0.234829163321752","0.255864822047085","0.244624362306265","0.259515840951653","0.248165330599694","0.234825004496241","0.242754139823512","0.185972301975977","0.218819490188715","0.227321189266221","0.218647279766683","0.229561380245636","0.270669015110058","0.212013095403547","0.214402167431216","0.21737941232838","0.228575651945502","0.23316266159536","0.256082046806844","0.243991288084141","0.245623865006058","0.231288440954937","0.238768934429306","","","","",
"Brazil","BRA","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.133289571875575","0.137869088403603","0.139384282257778","0.139225359484172","0.138713533585413","0.141729843850122","0.152857954656983","0.156022820576669","0.161572023228248","0.164879537510527","0.161802027531075","0.164181903917565","0.156877739612542","0.150138799876095","0.149114405653935","0.14854352569065","0.143030378552145","0.140874438384093","0.143057696790404","0.135668688758011","0.144248639542462","0.145232240433364","0.152422919662664","0.158569785374222","0.167126008251104","0.163805674853342","0.155221470954272","","","","",
"Barbados","BRB","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.293445436376131","0.343000334319617","0.294955296821778","0.330038916768378","0.217845798851515","0.232573769659247","0.228762835218965","0.235882776997032","0.280745796452823","0.295665265057729","0.280397368395566","0.296336965795746","0.297651732426399","0.303748391694009","0.305650900103507","0.306658029913122","0.295134400598774","0.288775319183811","0.341644564535684","0.35829203255098","0.335841797487084","0.349864357065909","0.337980163503137","0.337672686021906","0.292729291213101","0.285732552593866","0.283713013660123","","","","",
"Brunei Darussalam","BRN","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.336078459225717","0.279336344794068","0.261859825449595","0.248764176722719","0.227828820076214","0.222491834846216","0.219910072417258","0.231933143460879","0.242869437998618","0.174830104567222","0.204908646921063","0.190744665033071","0.178404557502833","0.18179162761304","0.196915853857499","0.196443565640413","0.182792203628457","0.315882824271894","0.349080793899534","0.306342073723695","0.311533581629983","0.354921106762898","0.350646369190043","0.289220020615723","0.344199638444034","0.269978388406524","0.299943940920606","","","","",
"Bhutan","BTN","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0868457574934348","0.12706494258799","0.140531019360728","0.116774513757456","0.129067647151891","0.141323312698599","0.161435143846603","0.199910317445191","0.183455727627589","0.171525200233618","0.164987310625836","0.148044187911882","0.144815195311664","0.121348350873309","0.0933542852573375","0.111874373621043","0.103587636534961","0.0875184936451613","0.0897542142616667","0.0775000119452167","0.0868639088180714","0.120966154419312","0.131186752188414","0.14142238759181","0.150744579308454","0.145351337000487","0.158909622597326","","","","",
"Botswana","BWA","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.231458735365022","0.210132563788218","0.215251536248623","0.242968913875915","0.222363229257448","0.208761926770192","0.178509008438395","0.167418476729113","0.198967581744172","0.171481720584901","0.201104343977421","0.204298518911876","0.199028380549439","0.183040243352173","0.181461413159582","0.182369646105773","0.169951096521532","0.160577766584942","0.160961199058719","0.150331207393586","0.162770974353807","0.135502604655553","0.163449725941261","0.163744223844265","0.190169956866861","0.15321197849286","0.171487575450522","","","","",
"Central African Republic","CAF","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0587104732123865","0.0612232198017282","0.0689312313543027","0.0710297378248236","0.0710419824209964","0.0662704778263161","0.0690318145841761","0.0686303179522132","0.0665277519909905","0.0679934036972358","0.0706977287196586","0.0621137401010705","0.0599457758262872","0.0605286622057305","0.0571052675292686","0.0565912993976366","0.0573901237760001","0.0556691219857709","0.0545486218549024","0.0502348264802851","0.0500989576074881","0.0507533262240803","0.0508544894372066","0.077951058592045","0.0788864774642936","0.0765643518638458","0.0740058919150076","","","","",
"Canada","CAN","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.453669597076996","0.454390560760408","0.46531868521076","0.457988369751659","0.449373888461684","0.447918840950265","0.451887260231113","0.485519710624687","0.483029141563956","0.472705329608073","0.467150515203234","0.455111839587796","0.432890932834475","0.444110837239008","0.427581290952698","0.413173428238723","0.404116279121733","0.378046138389186","0.36769389713687","0.358828553789253","0.34485139813834","0.331484378469725","0.322595411364585","0.316145956330272","0.320008555609519","0.323096954861955","0.317252527526746","","","","",
"Central Europe and the Baltics","CEB","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.643619704863088","0.650741317478429","0.637053577566409","0.622416389856465","0.561316721984868","0.544406331331344","0.528651222532031","0.505793684057427","0.464499034391047","0.4316652605023","0.407199138506763","0.405555240064768","0.384900187374939","0.382046926650781","0.355725999924632","0.340667312396668","0.330794237228224","0.310759657892085","0.292197450512085","0.274881001667667","0.283418248303554","0.275954779823717","0.25917846135171","0.248930999849693","0.231889070906586","0.226544552134789","0.223949517526509","","","","",
"Switzerland","CHE","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.114490577369596","0.115807335203889","0.11609676281596","0.110695012389499","0.11084148788763","0.104711792054939","0.105901893436812","0.107580695542641","0.10505796526416","0.100800138303571","0.0931891844827191","0.101117218387854","0.0957254063377353","0.0943617712530619","0.0923824314053143","0.0918090880967594","0.0894593701956731","0.0779728404865259","0.0811391045215033","0.085559631744095","0.0778437548051602","0.0727183960151466","0.0732934200053279","0.0768612276386636","0.0662054163266252","0.0653208398696341","0.0620626609831133","","","","",
"Channel Islands","CHI","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.254002108999693","0.221531507452086","0.20660403522342","0.20668058133061","0.216537363906788","0.217775863241304","0.23689738269508","0.256414627295511","0.251219282116024","0.269157396465463","0.24437641637469","0.214542064206081","0.215186638040644","0.208378352537566","0.208952841383952","0.204356827505613","0.201529715209077","0.212333140787725","0.205703175541692","0.194296818353023","0.198531935706011","0.205207255198016","0.199099952857387","0.196680290899825","0.183685949015409","0.188955275065875","0.191529562178581","","","","",
"China","CHN","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.51134634239381","1.45217597549289","1.33172754621826","1.25301755355387","1.17764264605674","1.15232336885428","1.09339185483343","1.00279330354153","0.890933837290317","0.82596577367479","0.781318961813083","0.738650606498918","0.747221027193614","0.800775751320019","0.838242282327437","0.847887099054101","0.832858862846819","0.747901909840044","0.769190835440678","0.703547001112417","0.738415780672135","0.747579541696433","0.714085795667172","0.677784826139739","0.633019498774033","0.582936384326318","0.532021377580117","","","","",
"Cote d'Ivoire","CIV","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0938268637299269","0.0849765986245427","0.076556872056332","0.100031471848573","0.08697634946175","0.114671019579918","0.126081167056286","0.117325143494749","0.102115171218492","0.0911071276127174","0.100815759080869","0.114557937445701","0.109865684101006","0.0834648828558929","0.115728022972432","0.116164916830532","0.102311657006951","0.0973755942451934","0.0949608893640969","0.0767913950870071","0.092688310454876","0.100819030621767","0.116785533992385","0.123292663620981","0.117644948468095","0.106835962573881","0.0879742961043923","","","","",
"Cameroon","CMR","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0179648044864094","0.00281145627608482","0.0786486578304292","0.0901516460564872","0.0867337921036749","0.0945829796361158","0.100836642845405","0.0850581643653347","0.0812079697662245","0.0747513119978319","0.0804361225259364","0.0768226369422246","0.0736208329271874","0.0781861277406675","0.0763338197728234","0.0698985141619051","0.0705786090063067","0.101655364016391","0.0933509101092142","0.110795182614543","0.108004883736674","0.0963733129059969","0.0881607209120111","0.0696919843504108","0.0891371059165661","0.0983850183295323","0.0983197832564026","","","","",
"Congo, Dem. Rep.","COD","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0681766193094241","0.0547376395796548","0.0547664131670692","0.0599254510391845","0.0399770646349917","0.049199827187765","0.0545935690814187","0.0467644381755099","0.0419982707290143","0.0350973216454271","0.0256877206013073","0.0227473297728075","0.0245625211383264","0.028423999846598","0.0296391073175901","0.0351435657154495","0.0358155929877046","0.0367769290617538","0.0366452350821509","0.0335198643921973","0.0361504458465672","0.0417442037328208","0.0376057942580151","0.0517340059102027","0.0614987917679313","0.0349457729587576","0.0242945000281098","","","","",
"Congo, Rep.","COG","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0985555884603449","0.102488475098683","0.124198198352139","0.123088020701047","0.181287424500769","0.127035729892897","0.133505510710338","0.183432478806685","0.0586644818536141","0.0636281177496345","0.0755182257911782","0.0531647519043455","0.0381874584052022","0.0603175141123169","0.0603894267143952","0.0579903121600611","0.0611155998640114","0.0710229055624927","0.072057525597244","0.0856998751538686","0.0884836228643047","0.0988036394869806","0.118258384884916","0.130162662579146","0.119786138659359","0.126666619127896","0.143280296911259","","","","",
"Colombia","COL","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.207798502592055","0.202952102742895","0.211892136940291","0.20745680787556","0.206926977089065","0.173531004405124","0.172639667656913","0.178998254007128","0.180910143191426","0.161758454621326","0.161087930666731","0.153916263100688","0.148522327826393","0.147441823858522","0.134246887626289","0.141723768548612","0.137150408296633","0.127451768615722","0.134583913567374","0.143229497429187","0.144084702156305","0.134525416202093","0.134946339109693","0.148443230578057","0.132778332441756","0.1400198419702","0.142554625871681","","","","",
"Comoros","COM","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0494739172555123","0.0553718096115607","0.051019357513837","0.0522821332852103","0.0551946343669917","0.0560751851811769","0.0596494295158333","0.0600690053193502","0.0647000358071924","0.0661233864234093","0.0668106541314364","0.0652875560986017","0.063804144910153","0.080343574915157","0.0853994930805986","0.0809137948272266","0.0912736834073243","0.05762225066961","0.057384811794406","0.0690273643524359","0.0812782589015936","0.0656558379314217","0.0670587394752835","0.0789798397558822","0.0676859504687271","0.0733139447753199","0.0848406896156592","","","","",
